2025-09-01 14:30:42,338 Started
2025-09-01 14:34:25,486 [3, 2, 0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 4, 0, 1, 2]:0.6093043478260869,1,1,1,1,0
2025-09-01 14:38:17,849 [0, 3, 0, 1, 1, 1, 1, 0, 1, 2, 6, 1, 3, 1, 0, 0]:0.8826086956521739,-0.23,1,1,1,1
2025-09-01 14:45:45,810 [3, 3, 0, 0, 0, 1, 0, 1, 0, 1, 6, 0, 2, 1, 1, 0]:0.9256521739130434,1,1,1,1,0
2025-09-01 14:52:03,617 [1, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 3, 1, 0, 0]:0.7733043478260869,-0.22,1,1,1,0
2025-09-01 14:56:25,227 [1, 0, 0, 1, 1, 0, 1, 0, 1, 2, 2, 1, 4, 0, 1, 0]:0.556695652173913,-0.33,1,1,1,1
2025-09-01 14:58:53,071 [0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 6, 0, 4, 1, 1, 0]:0.9990434782608696,1,1,1,1,1
2025-09-01 15:02:36,730 [2, 0, 0, 1, 1, 0, 1, 0, 1, 0, 6, 1, 4, 1, 0, 0]:0.546695652173913,1,1,1,1,1
2025-09-01 15:13:12,094 [3, 3, 0, 1, 0, 1, 1, 1, 1, 2, 6, 1, 4, 1, 1, 2]:0.5128695652173912,-0.37,1,1,1,1
2025-09-01 15:25:52,286 [3, 3, 0, 1, 1, 0, 0, 0, 0, 0, 5, 1, 3, 1, 1, 0]:0.9993913043478261,1,1,1,0.3099388379204893,1
2025-09-01 15:38:30,978 [3, 3, 0, 1, 0, 1, 1, 1, 1, 2, 6, 1, 4, 1, 1, 0]:0.9993043478260869,-0.35,1,1,0.3022935779816514,1
2025-09-01 15:51:09,584 [3, 3, 0, 1, 1, 1, 1, 1, 1, 2, 6, 1, 4, 1, 1, 0]:0.9995652173913043,-0.35,1,1,0.3022935779816514,1
2025-09-01 15:54:48,666 [1, 0, 0, 1, 0, 1, 0, 1, 1, 2, 5, 0, 4, 0, 0, 0]:-0.16600000000000015,1,1,1,1,1
2025-09-01 16:01:11,917 [2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0]:0.7629565217391304,1,1,1,1,1
2025-09-01 16:03:58,484 [2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 2, 1, 0, 0]:0.5312173913043478,1,1,1,1,1
2025-09-01 16:07:22,933 [1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 5, 0, 3, 0, 1, 0]:0.6436521739130434,1,1,1,1,1
2025-09-01 16:10:40,121 [3, 0, 0, 0, 0, 1, 1, 1, 1, 2, 6, 0, 4, 0, 0, 2]:0.6395652173913043,1,1,1,1,1
2025-09-01 16:20:14,208 [3, 3, 0, 1, 1, 1, 1, 1, 1, 2, 6, 0, 4, 1, 0, 2]:0.4848695652173912,-0.39,1,1,1,1
2025-09-01 16:23:35,768 [2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 2, 1, 0, 0]:0.5313043478260868,1,1,1,1,1
