2025-08-08 12:58:39,156 Started
2025-08-08 13:10:24,309 [1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 2, 0, 1, 0]:1000,1000,1000,1000,1000,1000
2025-08-08 13:22:10,039 [1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 6, 1, 4, 0, 1, 0]:1000,1000,1000,1000,1000,1000
2025-08-08 13:33:58,478 [1, 3, 0, 0, 0, 0, 0, 0, 1, 2, 4, 1, 3, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-08-08 13:45:49,247 [2, 1, 0, 1, 1, 0, 1, 0, 0, 2, 3, 0, 2, 0, 0, 0]:1000,1000,1000,1000,1000,1000
2025-08-08 13:57:34,457 [0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 5, 1, 2, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-08-08 14:09:20,559 [0, 2, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 4, 0, 0, 0]:1000,1000,1000,1000,1000,1000
2025-08-08 14:23:18,049 [3, 3, 0, 1, 0, 0, 1, 1, 0, 0, 6, 0, 2, 0, 0, 2]:1000,1000,1000,1000,1000,1000
2025-08-08 14:35:05,601 [3, 3, 0, 1, 0, 1, 1, 1, 0, 2, 5, 1, 2, 0, 0, 2]:1000,1000,1000,1000,1000,1000
2025-08-08 14:46:53,716 [1, 0, 0, 1, 1, 1, 1, 1, 0, 2, 5, 0, 3, 0, 0, 0]:1000,1000,1000,1000,1000,1000
2025-08-08 14:58:41,737 [0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 5, 0, 4, 0, 0, 0]:1000,1000,1000,1000,1000,1000
