2025-09-02 13:19:32,087 Started
2025-09-02 13:19:40,509 [2, 2, 0, 0, 0, 0, 1, 0, 0, 2, 2, 1, 2, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:19:48,867 [0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 5, 1, 3, 0, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:19:57,243 [3, 2, 0, 1, 1, 0, 1, 1, 0, 0, 6, 1, 2, 0, 0, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:20:05,575 [3, 1, 0, 1, 0, 1, 1, 0, 0, 1, 6, 0, 4, 0, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:20:13,870 [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 3, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:20:22,230 [3, 3, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:22:28,025 [3, 3, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:22:36,361 [3, 2, 0, 1, 1, 1, 1, 1, 1, 2, 0, 1, 3, 1, 0, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:22:44,678 [3, 3, 0, 1, 0, 1, 1, 1, 1, 2, 6, 1, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:22:53,025 [3, 3, 0, 1, 1, 0, 0, 0, 0, 0, 5, 1, 2, 1, 1, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:23:01,376 [3, 3, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:23:09,761 [3, 2, 0, 1, 1, 1, 0, 1, 1, 2, 5, 0, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:23:18,094 [3, 3, 0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 4, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:23:26,473 [3, 2, 0, 1, 1, 0, 0, 1, 1, 2, 5, 0, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:23:34,860 [3, 3, 0, 1, 1, 0, 0, 0, 0, 0, 4, 1, 2, 1, 1, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:23:43,192 [3, 2, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 3, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:23:51,578 [3, 3, 0, 1, 1, 1, 1, 1, 1, 2, 6, 1, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
