2025-09-02 16:43:17,959 Started
2025-09-02 16:46:01,747 [2, 0, 0, 1, 0, 1, 1, 1, 0, 0, 4, 1, 4, 1, 0, 0]:0.5696521739130435,1,1,1,1,1
2025-09-02 16:48:35,898 [1, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 2, 1, 1, 0]:0.714,1,1,1,1,1
2025-09-02 16:51:32,208 [0, 3, 0, 0, 1, 0, 0, 0, 0, 2, 6, 1, 4, 0, 1, 0]:0.884,1,1,1,1,1
2025-09-02 17:03:41,530 [3, 3, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1]:0.9993043478260869,-0.35,1,1,0.4209535759096612,1
2025-09-02 17:07:24,000 [2, 2, 0, 0, 1, 0, 0, 1, 1, 1, 3, 1, 4, 1, 1, 0]:0.7243478260869565,1,1,1,1,1
2025-09-02 17:13:43,896 [1, 3, 0, 1, 0, 1, 1, 0, 1, 0, 3, 0, 3, 1, 1, 0]:0.6103478260869565,-0.23,1,1,1,0
2025-09-02 17:23:37,165 [3, 3, 0, 1, 1, 0, 0, 1, 1, 0, 6, 1, 4, 0, 0, 2]:0.4298260869565217,1,1,1,1,1
2025-09-02 17:35:46,490 [3, 3, 0, 1, 1, 1, 1, 1, 1, 2, 6, 1, 4, 1, 1, 0]:0.9990434782608696,-0.35,1,1,0.3022935779816514,1
2025-09-02 17:47:55,625 [3, 3, 0, 1, 1, 0, 0, 0, 0, 0, 5, 1, 2, 1, 1, 0]:0.9992173913043478,1,1,1,0.3022935779816514,1
2025-09-02 18:00:05,332 [3, 3, 0, 1, 1, 1, 0, 1, 1, 2, 6, 0, 4, 1, 1, 0]:0.9994782608695653,1,1,1,0.3189602446483181,1
2025-09-02 18:05:41,938 [2, 2, 0, 0, 1, 0, 1, 1, 1, 2, 2, 1, 2, 0, 0, 0]:0.7629565217391304,1,1,1,1,1
2025-09-02 18:12:14,761 [2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 2, 1, 0, 0]:0.7623478260869565,1,1,1,1,1
2025-09-02 18:14:54,024 [2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 2, 1, 0, 0]:0.5313043478260868,1,1,1,1,1
2025-09-02 18:26:26,677 [3, 2, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 1, 1]:0.5132173913043478,1,1,1,1,0
2025-09-02 18:34:08,356 [3, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 1, 4, 0, 0, 2]:0.6012173913043478,-0.22,1,1,1,0
