2025-09-02 13:13:41,014 Started
2025-09-02 13:13:49,305 [3, 1, 0, 1, 1, 0, 1, 0, 0, 2, 5, 0, 2, 0, 0, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:13:57,532 [1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:14:05,748 [1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 6, 0, 4, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:14:13,967 [0, 3, 0, 0, 1, 0, 1, 0, 1, 1, 3, 0, 3, 0, 0, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:14:22,192 [3, 2, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 2, 1, 1, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:14:30,408 [3, 1, 0, 0, 0, 1, 1, 1, 1, 2, 2, 0, 2, 1, 0, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:16:24,134 [3, 3, 0, 1, 1, 0, 0, 1, 0, 0, 6, 1, 4, 0, 0, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:16:32,371 [3, 3, 0, 1, 1, 1, 1, 1, 0, 1, 6, 1, 4, 0, 0, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:16:40,611 [2, 0, 0, 1, 0, 1, 1, 1, 0, 2, 6, 1, 4, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:16:48,850 [3, 3, 0, 1, 0, 1, 1, 1, 1, 2, 6, 1, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:16:57,089 [3, 3, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:17:05,327 [3, 3, 0, 1, 0, 1, 0, 1, 1, 2, 6, 1, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:17:13,568 [1, 3, 0, 1, 1, 1, 1, 0, 0, 1, 6, 1, 4, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:17:21,813 [3, 3, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 2, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:17:30,049 [3, 3, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 4, 0, 0, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:19:17,155 [2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:19:25,399 [1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 2, 1, 0, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:19:33,644 [3, 2, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 1, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:19:41,886 [3, 2, 0, 1, 1, 0, 1, 0, 0, 1, 4, 0, 4, 1, 0, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:19:50,134 [2, 3, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 3, 0, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:19:58,387 [3, 1, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 3, 1, 1, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:21:51,213 [3, 3, 0, 0, 1, 1, 0, 1, 1, 0, 6, 1, 4, 1, 0, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:21:59,496 [3, 3, 0, 1, 0, 1, 1, 0, 1, 0, 6, 1, 2, 0, 0, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:22:07,780 [0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 3, 0, 4, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:22:16,036 [3, 3, 0, 1, 1, 0, 0, 0, 0, 0, 6, 1, 2, 1, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:22:24,283 [3, 3, 0, 1, 1, 1, 1, 1, 1, 2, 6, 1, 4, 1, 1, 2]:1000,1000,1000,1000,1000,1000
2025-09-02 13:22:32,528 [3, 3, 0, 1, 1, 1, 0, 1, 1, 2, 6, 0, 4, 0, 1, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:22:40,774 [2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 2, 1, 0, 0]:1000,1000,1000,1000,1000,1000
2025-09-02 13:24:27,159 [3, 2, 0, 1, 1, 0, 1, 0, 0, 1, 5, 0, 4, 1, 0, 1]:1000,1000,1000,1000,1000,1000
2025-09-02 13:24:35,405 [3, 1, 0, 0, 0, 1, 1, 0, 0, 1, 3, 1, 3, 1, 1, 1]:1000,1000,1000,1000,1000,1000
